INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
ASU,49,"NOV 01, 2000","Accounting Professional, Accounting Unit Supervisor",83000.00,Controllers Office,Accounting Manager
ASU,53,"JUN 17, 1992",IT Client Support Professional,76337.00,Information Technology Service,Technology Support Analyst
ASU,48,"AUG 12, 2019","Communications / Marketing Professional, Specialist",58000.00,College of Fine and Applied Arts,"Dir Marketing, Communication"
ASU,33,"JAN 16, 2020",Assistant Coach - Football,80000.00,Athletics Office,Assistant Football Coach
ASU,46,"MAY 17, 1999",IT Client Support Professional,46174.00,University Housing-Operations,Technology Support Technician
ASU,47,"AUG 26, 2008",Professor,76211.00,Biology,Associate Professor
ASU,30,"AUG 17, 2020",Assistant Professor,67000.00,Psychology,Visiting Assistant Professor
ASU,49,"JAN 12, 2004",Associate Professor (Primary) and Department Chair/Head,88500.00,Family and Child Studies,Associate Professor/Chair
ASU,60,"AUG 21, 2007",Professor,85218.00,Communication,Professor
ASU,43,"DEC 14, 2015",Lecturer,54000.00,Marketing & Supply Chain Mgmt (SCM),Lecturer
ASU,49,"AUG 20, 2018",Assistant/Associate Coach-Track and Field,46000.00,Athletics Office,Asst Track and Field Coach
ASU,65,"AUG 17, 1987",Professor,88322.00,English,Professor
ASU,33,"AUG 01, 2016","Communications / Marketing Professional, Specialist",63000.00,Athletics Office,Assoc Athletic Dir Marketing
ASU,56,"MAY 07, 2018","Clerk, Materials",41702.00,University Housing-Operations,Business Services Coord
ASU,57,"JUN 01, 2011",Professor,127682.00,Physics & Astronomy,Professor
ASU,42,"JUL 18, 2018",Teacher / Classroom Professional,56070.00,ASU/RCOE Lab School,Teacher-Academy at Middle Fork
ASU,59,"JUN 26, 2000","Clerk, Records",37928.00,College of Fine and Applied Arts,Administrative Support Spec
ASU,53,"NOV 16, 1998",Interior Design Professional,61505.00,Design and Construction,Interior Designer
ASU,50,"JAN 08, 2007",Lecturer,56530.00,Communication,Senior Lecturer
ASU,61,"NOV 01, 1995",Library Paraprofessional,50065.00,Univ Archives & Records,University Library Specialist
ASU,52,"DEC 01, 1993",Engineer,84614.00,Facilities Operation Administration,Engineer
ASU,42,"AUG 17, 2015",Lecturer,35133.00,English,Lecturer
ASU,37,"AUG 19, 2019",Assistant Professor,62000.00,Sustainable Development,Assistant Professor
ASU,45,"AUG 19, 2014",Associate Professor,72500.00,Social Work,Assistant Professor
ASU,23,"AUG 26, 2019",Media / Public Relations Professional,40000.00,Special Projects,Broadcast & Emerg Media Spec
ASU,42,"AUG 23, 2005",Professor,81931.00,Psychology,Professor
ASU,61,"APR 18, 2016",Skilled Craft / Trades Supervisor,74848.00,University Housing-Operations,Facilities Superintendent
ASU,60,"JUN 18, 2018",Administrative Assistant,46298.00,Student Engagement & Leadership,University Program Specialist
ASU,42,"OCT 08, 2012",Administrative Assistant,35417.00,Information Technology Service,University Program Specialist
ASU,54,"AUG 01, 2016",Custodian / Housekeeper,31200.00,Environmental Services,Building & Environmental Tech
ASU,26,"AUG 05, 2019",Police / Public Safety Professional,40050.00,University Police,Public Safety Officer MR
ASU,42,"AUG 01, 2018","Librarian AC, Other",62100.00,Library-Materials Processing,Assistant Professor
ASU,40,"SEP 03, 2008",Cashier,31200.00,Park Place Cafe,Support Services Associate
ASU,47,"AUG 20, 2013",Instructor,40000.00,Curriculum & Instruction,Professor
ASU,54,"JUN 02, 1999","IT Systems Support Professional, Systems Programmer Supervisor",114827.00,Electronic Student Services,"Dir, Electronic Student Serv"
ASU,54,"AUG 15, 2008",Head Coach - Women's Golf,53276.00,Athletics Office,Head Women's Golf Coach
ASU,51,"AUG 21, 2007",Professor,83838.00,Curriculum & Instruction,Professor
ASU,49,"JUN 07, 2010",Chief Student Affairs Officer,220277.00,Student Affairs - Vice Chancellor,"Vice Chan, Student Dev"
ASU,56,"JAN 13, 2020",Lecturer,39000.00,Family and Child Studies,Dir of Nat Ctr Dev Education
ASU,38,"NOV 07, 2016",Motor Vehicle Operator,33153.00,Landscape Services,Vehicle/Equip Operator
ASU,40,"MAR 11, 2002",Police / Public Safety Supervisor,77000.00,University Police,Public Safety Manager-Metro
ASU,22,"MAY 01, 2018",IT Client Support Professional,44783.00,Registrar,Technology Support Analyst
ASU,41,"MAY 13, 2000",Assistant Professor,54000.00,School Of Music,Assistant Professor
ASU,55,"AUG 15, 2001",Administrative Specialist / Coordinator,70000.00,Provost & Exe VC Academic Affairs,University Prog Manager
ASU,24,"AUG 16, 2015","Clerk, Records",36000.00,University Housing-Residence Life,Business Services Coordinator
ASU,39,"AUG 12, 2007",Lecturer,37200.00,School Of Music,Visiting Adjunct Instructor
ASU,34,"MAY 01, 2012",IT Client Support Professional,54733.00,Information Technology Service,Technology Support Analyst
ASU,54,"NOV 18, 2019",Accounting Assistant,37029.00,Associate VC Facilities Management,Accounting Technician
ASU,66,"MAY 14, 2001",Custodian / Housekeeper,31200.00,University Housing-Operations,Building & Environmental Tech
ASU,60,"JAN 14, 2009",Security Guard,38332.00,University Police,Property Security Supervisor
ASU,45,"AUG 18, 1999","Student Career Services Professional, Counselor",44399.00,Career Development,Career Counselor/Career Dev Ct
ASU,56,"AUG 15, 2001",Associate Professor,68826.00,Geography & Planning,Associate Professor
ASU,72,"JUN 18, 2007",Communications Operator,37811.00,University Police,Public Safety Telecom MR
ASU,52,"AUG 15, 2001",Instructor,61000.00,Physics & Astronomy,Lect/Fac Development Consultan
ASU,42,"AUG 16, 2006",Cashier,31200.00,APH,Support Services Associate
ASU,56,"MAY 01, 2006",Custodian / Housekeeper,31200.00,Bookstore,Building & Environmental Tech
ASU,46,"AUG 23, 2006","Librarian AC, Other",63382.00,Library-Reference,Assistant Professor
ASU,47,"AUG 22, 2006",Professor,80612.00,History,Professor/Grad Prog Director
ASU,32,"JUN 03, 2019","Communications / Marketing Professional, Writer",60000.00,University Communications,Pub Communication Specialist
ASU,40,"AUG 26, 2008",Associate Professor,103893.00,Economics,Associate Professor
ASU,44,"AUG 16, 2016",Assistant Professor,53298.00,School Of Music,Assistant Professor
ASU,60,"AUG 21, 1995",Human Resources Professional,56226.00,The Office of Human Resources,HR Consultant
ASU,56,"JUN 01, 2015",Skilled Craft Worker,39780.00,Physical Plant-Prev Maintenance,Facility Main Tech-Mech Trades
ASU,45,"JAN 09, 2006",Lecturer,70200.00,Nutrition & Health Care Mgt.,Senior Lecturer/UG Prog Dir
ASU,58,"MAR 30, 2015",Accounting Assistant,37029.00,Controllers Office,Accounting Technician
ASU,48,"SEP 01, 2015",Customer Service Assistant,34847.00,Student Union Operations,Administrative Support Spec
ASU,40,"AUG 21, 2012",Lecturer,35815.00,English,Lecturer
ASU,48,"AUG 23, 2005",Associate Professor,71438.00,Curriculum & Instruction,Associate Professor
ASU,42,"JUL 01, 2012",Associate Professor,71425.00,Leadership & Edu Studies,Associate Professor
ASU,26,"FEB 19, 2018",IT Applications Professional,77000.00,Institutional Research & Planning,Space Mgmt BI/Data Analyst II
ASU,27,"NOV 16, 2015",Cashier,31200.00,Park Place Cafe,Support Services Associate
ASU,40,"AUG 17, 2015",Assistant Professor,64500.00,Reading Education & Specl Education,Assistant Professor
ASU,31,"AUG 19, 2019",Assistant Professor,60000.00,Art,Assistant Professor
ASU,47,"JUN 06, 2016","Academic Advising Professional, Advisor/Coordinator",50220.00,College of Health Sciences,Academic Advisor
ASU,46,"AUG 24, 2010",Associate Professor,77760.00,Communication Sciences & Disorders,Associate Professor
ASU,55,"AUG 16, 2016",Assistant Professor,57750.00,Government & Justice Studies,Assistant Professor
ASU,62,"JAN 02, 2019",Chief Campus Student Health Services Administrator,106500.00,Health Services,"Director, Student Health Serv"
ASU,48,"AUG 14, 2020",Medical Technical/Paraprofessional,36329.00,Health Services,Medical Lab Technologist
ASU,25,"JAN 11, 2016","Academic Advising Professional, Advisor/Coordinator",46891.00,University College,Asst Dir. As-U-R
ASU,38,"JUL 02, 2018","Student Housing Professional, Residence Hall Mgr (R&B Included)",83000.00,Student Conduct,Director of Student Conduct
ASU,45,"AUG 03, 1998",Custodian / Housekeeper,31200.00,Student Union Operations,Building &  Environmental Tech
ASU,29,"JAN 30, 2014","Academic Advising Professional, Advisor/Coordinator",46000.00,University College Advising,Academic Advisor
ASU,40,"AUG 19, 2014",Associate Professor,68161.00,Sustainable Development,Assistant Professor
ASU,43,"FEB 28, 2008",Administrative Assistant,37303.00,Admissions,Student Services Specialist
ASU,55,"MAR 05, 2001",Groundskeeping Lead/Supervisor,39345.00,Landscape Services,Horticultural Specialist
ASU,56,"JAN 16, 2009","Student Financial Aid Professional, Counselor",55250.00,Financial Aid,"Senior Asst Dir, Fin Aid"
ASU,38,"JAN 20, 2005","Communications / Marketing Professional, Specialist",50000.00,College of Arts and Sciences,"Dir Marketing, Communication"
ASU,61,"SEP 17, 2012",Administrative Assistant,39871.00,Interdisciplinary Studies,Administrative Support Spec
ASU,44,"AUG 25, 2009",Associate Professor,70000.00,History,Assistant Professor
ASU,49,"AUG 21, 2007",Professor (Primary) and Department Chair/Head,112750.00,Physics & Astronomy,Professor/Chairperson
ASU,45,"JUN 15, 2015","Student Career Services Professional, Counselor",53000.00,College of Business,Graduate Student Svcs Assoc
ASU,57,"OCT 29, 1990","IT (Information Technology) Professional, IT Architect",82580.00,Information Technology Service,IT Project Analyst/Manager
ASU,62,"AUG 15, 1986",Professor,151000.00,Computer Information Systems,Professor
ASU,50,"JUN 20, 2016",Customer Service Assistant,31465.00,"Envronmntl Hlth, Sfty & Emer Mgmt",Administrative Support Assoc
ASU,60,"OCT 05, 1992",Skilled Craft / Trades Supervisor,85671.00,New River Light and Power Co,High Voltage Dist Supervisor
ASU,29,"SEP 10, 2018",Foodservice Lead/Supervisor,34140.00,Park Place Cafe,Food Service Supervisor
ASU,36,"OCT 03, 2016",Cashier,31200.00,Environmental Services,Building & Environmental Tech
ASU,34,"AUG 01, 2015",Administrative Assistant,54308.00,Conference and Camp Services,University Program Specialist
ASU,72,"AUG 15, 1997",Professor,121679.00,Management,Professor
ASU,47,"APR 06, 1998",Skilled Craft / Trades Foreman / Lead,73566.00,New River Light and Power Co,High Voltage Dist Supervisor
ASU,46,"APR 11, 2012","Academic Advising Professional, Advisor/Coordinator",53000.00,University College,Asst Dir Student Success
ASU,37,"SEP 03, 2002",Audiovisual Technical/Paraprofessional,57195.00,Information Technology Service,Technology Suppt Analyst
ASU,40,"FEB 15, 2016","Accounting Professional, Accountant",86074.00,Controllers Office,Accounting Manager
ASU,29,"SEP 07, 2012",Custodian / Housekeeper,31846.00,Environmental Services,Building & Environmental Tech
ASU,37,"APR 16, 2003","Academic Advising Professional, Advisor/Coordinator",63000.00,AVC for Enrollment Management,Dir Enroll Analyt/CRM Solution
ASU,45,"NOV 19, 2018","Academic Advising Professional, Advisor/Coordinator",45000.00,School Of Music,Academic Advisor
ASU,62,"AUG 15, 2000",Professor,167082.00,Physics & Astronomy,Prof/Dist Prof of Sci Ed
ASU,64,"MAY 11, 1987",Communications Specialist,53697.00,National Ctr for Develop Edu,Pub Communication Specialist
ASU,40,"AUG 17, 2015",Assistant Professor,65026.00,Art,Assistant Professor
ASU,58,"JUL 06, 2020",Department Assistant,57000.00,Bookstore,University Program Specialist
ASU,40,"AUG 21, 2012",Associate Professor,65223.00,History,Associate Professor
ASU,27,"AUG 22, 2016",IT Applications Professional,83557.00,Electronic Student Services,Bus & Tech Appl Analyst
ASU,63,"AUG 15, 2000",Professor,81102.00,Human Dev & Psych Counsel,Professor
ASU,25,"AUG 19, 2014",Administrative Assistant,35164.00,Dir-Arts & Cultural Programs,University Program Associate
ASU,36,"AUG 22, 2017",Assistant Professor,50000.00,Interdisciplinary Studies,Visiting Assistant Professor
ASU,34,"OCT 01, 2012",Food Prep Worker,31200.00,University Housing-Operations,Building & Environmental Tech
ASU,59,"JUL 01, 2018",Associate Professor (Primary) and Department Chair/Head,100000.00,Curriculum & Instruction,Associate Professor/Chair
ASU,53,"JAN 01, 2005",Psychologist AD,47589.00,Counseling Center & Psy Services,Staff Counselor
ASU,35,"MAR 19, 2018",Parking / Traffic Attendant,31200.00,Parking and Transportation,Property Security Officer
ASU,64,"AUG 15, 1997",Associate Professor,74625.00,History,Associate Professor
ASU,53,"AUG 01, 1996","Recreation / Tourism / Hospitality Professional, Campus Rec Asst Director",67000.00,University Recreation,Assoc Dir Edu Programming
ASU,41,"AUG 19, 2014",Associate Professor,64463.00,English,Associate Professor
ASU,47,"OCT 03, 2016",Executive Assistant,45201.00,College of Health Sciences,Executive Assistant
ASU,37,"AUG 19, 2014",Assistant Professor,61175.00,English,Assistant Professor
ASU,35,"JAN 05, 2004",IT Applications Professional,70690.00,Library-Digital Schlrshp & Initivs,Bus & Tech Appl Analyst
ASU,44,"JUN 28, 2007",Communications Operator,40190.00,University Police,Public Safety Telecom MR
ASU,58,"AUG 19, 2002",Food Prep Worker,31200.00,Park Place Cafe,Food Service Technician
ASU,23,"OCT 01, 2015",Custodian / Housekeeper,31200.00,Environmental Services,Building & Environmental Tech
ASU,53,"JUL 18, 2018",Teacher / Classroom Professional,59550.00,ASU/RCOE Lab School,Teacher-Academy at Middle Fork
ASU,25,"JAN 01, 2020",Food Prep Worker,31200.00,Lucy Brock Child Dev Lab Prog,Food Service Technician
ASU,64,"AUG 24, 2004",Lecturer,56000.00,Recreation Mgmt and Phys Ed (RMPE),Senior Lecturer
ASU,48,"AUG 21, 2007",Professor,80116.00,Psychology,Professor
ASU,36,"JAN 29, 2008",Assistant Coach - Football,90000.00,Football,Assistant Football Coach
ASU,60,"AUG 01, 2008",Professor,119484.00,History,Professor
ASU,39,"JUN 01, 2006","Student Admissions / Recruitment Professional, Assoc Director",51000.00,Admissions,Assoc Dir of Grad Adm & Recrui
ASU,44,"AUG 15, 2016",Lecturer,45000.00,Art,Adjunct Instructor
ASU,44,"AUG 21, 2007",Professor,81000.00,Geological & Environmental Sciences,Associate Professor
ASU,29,"AUG 17, 2020",Assistant Professor,65000.00,Leadership & Edu Studies,Professor
ASU,31,"SEP 12, 2012",Academic Advising Professional,48998.00,Center for Entrepreneurship,Assistant Director
ASU,49,"NOV 13, 1995",Food Server,31200.00,Campus Dining Park Place PM,Food Service Technician
ASU,47,"APR 16, 2006",Grounds / Landscape Worker,42412.00,Landscape Services,Vehicle/Equipment Operator
ASU,50,"AUG 27, 2002",Associate Professor,80086.00,University College,Associate Prof/Dir Univ Wr Ctr
ASU,54,"SEP 12, 1997",Department Assistant,56206.00,Title IX Compliance,University Program Specialist
ASU,30,"AUG 17, 2020",Assistant Professor,130000.00,Management,Associate Professor
ASU,29,"JAN 21, 2014",Grounds / Landscape Worker,31200.00,Landscape Services,Horticultural Specialist
ASU,64,"AUG 15, 1986",Professor (Primary) and Department Chair/Head,136292.00,Chemistry & Fermentation Sciences,Professor and Chair
ASU,43,"AUG 17, 2015",Assistant Professor,60708.00,Anthropology,Assistant Professor
ASU,42,"OCT 31, 2011",Housekeeping Lead/Supervisor,36167.00,University Recreation,Building & Environmental Supv
ASU,54,"AUG 05, 2019",Deputy Chief Facilities Officer,102000.00,Facilities Operation Administration,Director of Physical Plant
ASU,46,"NOV 21, 2016","Student Financial Aid Professional, Counselor",52000.00,Financial Aid,"Sr Asst Dir, Financial Aid"
ASU,39,"AUG 19, 2019",Assistant Professor,62500.00,Government & Justice Studies,Assistant Professor
ASU,45,"AUG 17, 2015",Assistant Professor,64105.00,Anthropology,Assistant Professor
ASU,63,"OCT 01, 1998",Nursing Professional,51282.00,Health Services,Professional Nurse
ASU,51,"JAN 12, 2009","Director, Subdivision/Unit/Program AD",80450.00,Institute for Health & Human Srvcs,"Dir, Counsel Fac & Staff/Ombud"
ASU,35,"APR 15, 2019",Administrative Assistant,33749.00,Materials Management,Administrative Support Spec
ASU,34,"OCT 01, 2014",General Maintenance Lead/Supervisor,48539.00,University Housing-Operations,Facility Maint Supervisor
ASU,40,"AUG 23, 2011",Associate Professor,75028.00,Geological & Environmental Sciences,Associate Professor
ASU,46,"AUG 21, 2012",Instructor,32761.00,School Of Music,Adjunct Instructor
ASU,50,"AUG 01, 1998",Telecommunications Professional,59913.00,Information Technology Service,Networking Technician
ASU,38,"AUG 31, 2010",Lecturer,40979.00,Mathematical Sciences,Senior Lecturer
ASU,47,"AUG 12, 2014",Chief Campus Student Center Administrator,115000.00,Student Engagement & Leadership,Interim Assist Vice Chancellor
ASU,47,"AUG 25, 2014",Student Career Services Professional,63700.00,College of Business,Assoc Dir Graduate Programs
ASU,65,"JUN 16, 2006",Locksmith (Journeyman),48539.00,Lockshop,Facility Maint Supervisor
ASU,44,"AUG 21, 2018",Lecturer,45000.00,Theatre & Dance,Lecturer
ASU,69,"AUG 15, 1981",Professor,97896.00,Physics & Astronomy,Professor
ASU,51,"SEP 21, 2015",Motor Vehicle Operator,33576.00,Motor Pool,Vehicle/Equipment Operator
ASU,31,"MAR 17, 2014",Student Affairs / Student Services Professional,58750.00,Wellness and Prevention Services,"Asst Dir,Wellness & Prevention"
ASU,36,"AUG 27, 2007",Cashier,31200.00,The Market-Trivette,Support Services Associate
ASU,49,"AUG 24, 2004",Professor,140489.00,CARE,Professor
